100
,,87,,,40,97,94,,,82,,,98,61,,98,85,,,56,48,34,12,,,91,,34,80,,37,,,77,,,,30,,35,,,52,,,35,73,,,54,20,33,,0,,58,30,2,53,10,97,,,3,3,,61,,,7,,97,96,,9,,,36,40,94,,83,,,,,46,10,,,,,,,61,,,,
,70,,60,,0,44,74,,,,86,67,24,65,,,,73,98,2,,,93,,,94,,,,,43,,8,11,,43,,,2,,,74,,,,,82,,78,,,89,,87,2,,,33,,43,,,46,,47,59,3,99,33,,,,,,,71,,,93,,,98,24,,14,,,,90,,65,,,,78,,,,
87,,0,88,,43,,,35,10,99,,,36,12,,29,15,52,,90,,57,17,11,,,99,,,,58,,,,42,,78,91,,,,52,30,,,,,,38,,24,28,,,,56,89,93,68,85,83,67,96,,60,,95,,25,59,24,57,,90,,47,,,6,68,,,,78,,51,,,59,,,26,85,,,,,,
49,69,77,24,,28,56,53,,95,,,49,,,81,72,79,,81,49,,90,96,,76,,26,53,30,51,,,91,,3,,86,,,21,25,84,,54,74,,,,88,13,,,,,90,,,,,,89,36,67,,68,46,,42,91,60,,,85,,38,,,,,,,24,85,,5,2,,13,77,,,31,,30,7,,62,,
,,47,57,,,,,,74,,,,,97,60,,,,,,12,1,19,,,74,,,,,,,48,,,20,11,,95,50,47,4,,84,,,45,,,,10,91,,82,51,,,0,68,,95,,1,16,91,5,18,,35,,54,,,,63,,,,,,57,66,84,,,,,80,5,,56,38,,,,59,,70,
,33,31,81,,,,61,85,62,31,,88,,,68,,,,,56,,4,37,44,,,10,,,,,3,84,,,,39,,,,13,,56,,,,,71,,,,,88,47,54,59,,10,90,49,,17,8,,32,20,,51,,90,,81,43,78,9,,,36,,,23,82,,24,,5,95,57,96,12,,,,,,35,,,
18,78,,0,20,84,,94,32,75,,1,,,,,45,,,,82,91,19,,,,82,,4,46,,27,,66,,,,2,,17,29,80,,,,,,,41,11,,19,91,,,,18,,,55,,,,14,68,,,80,,68,15,2,37,82,75,80,54,,93,,6,34,94,39,7,18,,,,,,80,,,49,,85,74,,
,,45,,21,12,,,,73,4,2,,33,23,87,,,18,,54,79,,,14,2,10,83,85,,49,69,,,33,34,,,58,,45,,,30,87,,,,,65,,57,,,81,72,,,,73,,,,11,,,,92,73,,,,45,20,,35,,74,21,26,,,59,28,14,68,82,,,25,,,22,,73,55,87,,7,
,,,,,44,63,,18,,,38,1,,,30,,,,40,,85,,92,,,,,74,0,,,81,,,54,78,,,33,13,,,39,64,6,72,24,2,,,53,,57,10,0,,,39,,,,43,,,51,93,,,27,58,11,,99,,,39,,,,7,,,,,,,46,,81,,,,4,40,23,68,6,,
10,14,29,,,,,,,65,21,60,13,,59,,,29,,39,80,,88,91,,66,,91,,9,69,,39,,,3,,,95,76,52,,,29,,,51,,7,,,,,,,73,82,,8,83,90,83,64,,78,,68,,,,45,,1,,17,4,,14,83,94,52,52,,19,17,,65,,,78,39,29,21,39,14,,87,20,43,
,26,,,,71,,64,47,,,,,,,,,,50,87,85,59,37,,,90,,90,,44,,55,,,11,,24,3,,,3,35,46,99,,77,14,,,58,47,,,71,14,,,89,30,48,,,,51,77,,,,,,,,,80,,40,11,,,,,,90,53,51,22,77,,,71,,,,,,,,,,86
96,44,43,,,61,,47,,,,31,72,85,50,,,,1,,,,14,,,0,,7,31,,,,4,7,,6,,11,,,,44,82,,,,,16,63,,,,,,93,,39,,,36,46,83,,,,72,,90,,,,,87,79,78,,,,,39,,,,16,,,88,,,,,92,,52,,26,,31,,84
77,,27,98,,,,,84,,87,76,,38,,70,12,,98,24,16,,36,14,17,52,,,,,,68,71,,67,,50,78,,53,,,22,,13,49,56,,,,62,17,55,92,,97,,,,25,27,23,86,,,,74,73,98,36,2,4,,,,61,,,,,,,48,89,3,,7,7,45,,84,,,79,99,,,39,,99
32,,,2,,87,89,94,94,4,60,,,32,,,,,22,46,,,,,,,96,,,,38,,2,,,66,71,68,,4,52,18,16,11,,78,,86,41,76,21,92,84,,22,3,,77,,29,74,31,,46,,95,,,35,68,,,13,,42,,,,,,31,,,,49,63,,,,53,5,3,,19,3,21,,83,25,
,,71,67,,60,,21,0,58,33,,,,19,,32,,,,44,0,65,55,25,59,,,4,0,,,1,,63,82,,24,,,6,62,55,,,0,92,,78,,,14,43,65,,11,,,76,26,,,,,,81,,19,,84,,,,54,36,,16,,3,35,,28,48,90,34,11,,,,89,67,58,,,17,22,18,,74,5
68,,56,77,,,97,,32,,,,,,,32,80,,75,61,91,94,,,73,43,64,,,,,94,,,,21,,,,,,2,23,60,,30,,,,,,86,53,,,28,,,74,,43,,23,81,,10,,,,59,15,,,80,,91,,,,53,,38,56,75,,,35,92,,,98,63,49,,,37,70,93,,66
35,88,,42,,49,,,45,21,,,28,29,,62,63,25,,78,28,51,,7,18,62,,15,39,,,95,,34,,68,67,6,35,,63,7,,57,,,,,99,,50,,,4,,35,,79,,,,,,,94,96,33,,53,,,,8,,4,1,64,,93,94,15,,,11,85,,13,67,7,,89,69,45,1,,,,38,,83
72,,60,,62,24,9,,11,,35,,,92,79,,65,47,,,,,,42,,,70,13,45,33,31,20,36,79,74,99,19,84,,,,,,8,88,61,65,,,,,,95,81,23,30,,31,34,,,21,,77,82,,25,,1,,,4,88,4,,,83,95,42,,,,,22,81,,41,,,,65,80,27,,,89,,63,,
,,74,7,24,,21,,,56,,,11,,,,,,21,90,71,82,59,,34,,,18,6,17,71,,,,,,,0,68,12,41,,,,38,,,18,43,,,,,,32,41,18,45,75,,,,,72,,50,56,,57,,,98,24,,44,59,,40,,33,67,,32,71,17,15,,,,27,64,44,,,,,,85,,85
,80,,,,68,,4,76,55,,93,38,7,,54,35,,,92,10,,57,28,74,,7,88,80,8,,40,,,,31,,,,,42,,,,,66,16,,,15,,,44,,,8,41,63,3,,,,98,23,,94,27,,70,48,79,27,74,88,,,,78,41,3,,,,30,,36,74,,35,,,,,,,,,52,5,
,22,,33,4,88,,,,94,1,,,,61,71,81,79,98,14,,84,69,32,,,,49,59,45,26,80,,26,88,90,88,80,,,,,72,,20,45,,,,65,41,32,,,,,35,67,,94,18,5,,,8,24,,,,40,31,22,,39,,30,70,,,,,65,40,44,,6,97,35,98,12,91,,,29,,,84,17,55,18
37,,91,91,,,,,,,49,,,84,29,69,1,5,,79,,,,,75,87,,,,51,,51,27,92,3,80,,74,,,24,,21,70,,14,84,7,,31,0,,,48,18,,,71,,31,26,,80,66,,,53,,74,79,,,,5,26,43,33,49,,18,,90,65,47,,74,38,26,,,,83,54,23,,43,,29,,58
31,12,8,,,,61,69,,,,37,,91,65,32,,5,24,13,62,74,83,,,,,67,41,39,,,78,21,85,,72,,48,,,,12,,6,36,,,14,71,,29,92,,39,,19,72,95,,,,87,54,4,69,62,,71,18,,,70,,23,44,,,,,,72,79,89,60,52,,43,,94,51,,,,51,5,,,,
,78,92,,80,61,,46,,5,63,59,71,34,36,,97,,,,,58,20,,,81,,,,2,,,,,8,,95,75,74,,99,22,,,7,94,,,,29,74,,,,,,7,,,21,62,41,2,,36,,27,25,5,14,,72,20,,78,18,,13,,,,94,9,89,3,,,,4,34,51,86,72,59,,58,,,5,34
,39,,95,87,,27,11,,78,,,21,63,,,,,,88,,,26,,22,,,26,,,,85,,,,,15,,83,35,0,,80,,,,,21,66,86,20,,,47,,20,,,33,,,,,14,,53,,24,,,12,53,,,98,20,,,16,,88,59,,,93,32,,85,,,,,29,5,,,,,,
,4,,87,,73,76,64,76,76,,,,,,6,11,,24,,,,26,,4,2,79,11,31,,,,,70,,18,,27,66,85,,99,,85,,50,48,1,,,,0,,,16,,45,,,,39,,,66,8,96,,18,,,22,,,49,89,33,9,74,85,,,15,,,7,93,35,,97,8,,57,,,29,,,35,69,2
,43,,,85,53,75,23,84,88,19,,,,,29,,72,77,,,,53,,,89,,29,,,,64,16,,,8,45,,94,27,,,,,27,64,,8,,,81,,14,92,46,,,,,,,70,81,,73,17,1,14,58,,31,14,,48,53,,81,75,14,,35,55,86,,,,84,,96,,2,43,39,,,,,84,70,20
74,92,,,,89,,,46,76,73,,28,,,,,,17,,62,,9,33,,22,44,,,18,,52,67,0,,23,,,19,6,,10,17,,,,22,10,89,,,,,59,,,97,28,,86,,77,63,5,,2,21,59,,6,,10,37,34,14,57,16,,,54,73,,,,26,,,,,,42,,,15,59,,25,,,
,,,55,,,44,46,43,44,10,,,,72,,,23,,44,,,52,38,40,1,7,,,53,,76,31,,,,,,,,,81,,,,,0,,,68,31,,,7,,26,,74,32,,,34,,48,,73,68,,5,30,22,37,,,14,14,46,36,,,,,71,88,,,,15,,4,,,98,,12,0,,,46,
39,,45,31,,,,90,,,,65,75,,,11,,51,,,7,,,77,,,26,41,,,,14,20,,17,28,,,,,15,,,86,62,18,32,,3,,66,,47,77,,,92,,,50,,,,,,,11,,,10,95,,26,,37,9,,,,,,,,24,,,,44,,,8,,,51,61,12,,,,
,9,59,,,,,,60,58,88,,65,,28,49,7,,71,99,89,67,,,99,,,,82,,87,,,,,,88,67,94,,,,56,,,52,,24,,90,97,,,97,64,,76,,,86,34,,,92,70,8,92,59,17,,18,,57,77,90,29,,,40,55,,,,,,,,,88,50,,38,53,,,55,42,72,,66
97,36,,29,57,,,,63,,,35,,,,96,,51,,,7,,84,80,,,,28,,,,,91,,,,,,,13,75,15,13,,8,,,,68,9,,,,,,32,,,23,,,61,29,,70,69,,,,11,31,24,26,,44,3,,,1,,,86,,,89,53,17,,,,86,68,,,48,,37,42,32,97
,67,,,,51,74,96,82,44,87,,53,81,,,48,64,,,,59,,,18,57,37,7,,22,,82,93,,,,66,,,,50,,,,10,,32,92,36,82,47,,99,,,84,30,83,46,,,56,,47,16,,,,77,,,38,,,,7,,9,71,,71,11,,16,,63,,,50,83,28,10,,28,,,22,21,59,
65,,80,,,,56,27,,,,76,,48,40,,76,,,,,,83,,16,,,,84,1,,,51,,,,,,83,57,,0,88,,63,,,38,82,,21,,89,,28,3,,23,10,86,,86,77,5,,,,0,,,36,,77,,,48,97,5,39,7,38,,,59,,,,,59,0,53,,,,12,79,68,14,,
,35,,,88,54,44,,77,92,88,46,,50,94,25,,91,6,77,8,76,15,,6,,,,,97,,,11,,,25,,90,,,76,,74,,,47,,,54,23,,45,35,,36,,,70,45,50,36,15,78,75,,62,,,,82,59,,,37,98,,59,1,,,41,20,,,,81,64,,72,58,82,,,,58,,,,,49
9,84,,,28,,71,93,34,20,14,,77,31,60,19,,18,6,,18,,86,,32,38,,39,27,,,29,88,59,,,64,8,,49,50,,23,,,,86,,,,,,10,,,71,,95,12,25,,57,67,,6,18,,,93,,,28,59,53,96,,,72,,63,65,,44,,57,88,,,59,19,,96,33,,81,,19,,71,
34,35,,97,,0,,,,42,,25,21,,62,,,,,,6,21,52,,98,34,,29,,,6,28,,,51,,38,95,,34,41,,,40,,76,19,,,,,50,,63,69,73,,29,45,46,,57,15,,14,96,49,88,,,,,,96,30,72,,23,,,,46,95,,,,,,,89,20,,19,39,77,,,,36,
,1,62,,16,13,0,,,,59,5,12,23,,93,,8,44,64,,17,,94,36,,51,,,64,36,15,42,,10,,59,,45,56,78,,99,,,,,91,,,26,,,,38,,80,,25,20,,80,,13,,23,66,76,,,,80,,,58,25,15,,,37,21,21,,94,34,,17,,35,,,70,91,37,,,34,57,96,
,32,95,56,72,44,11,,,,53,18,39,74,,60,,,,47,31,,,19,26,,,,20,,44,,53,,87,,,62,75,,,,,80,,,79,74,,50,42,,1,,,64,,,,96,,48,70,18,,6,,,,,45,,0,22,82,23,,,,,,22,,,30,,,,77,5,88,,,19,45,43,,78,,28
,70,77,,,,,,25,0,,42,35,,73,,2,,68,16,,64,29,,,9,,,,,70,6,,,14,14,26,78,,,,,99,24,,47,,42,,,,,,71,98,5,,,,,,,,4,,62,27,,50,,,25,,40,,28,,,44,,55,,24,79,69,18,,95,64,45,60,46,34,13,,45,,95,85,
75,,89,99,78,14,83,90,30,12,,99,,44,32,11,,46,,39,,30,,77,15,57,,83,59,,,,,94,,42,52,55,42,8,,63,,56,,53,14,,,71,9,21,65,,25,,,,,,,,,,,,30,21,,,55,84,,,,,2,3,50,64,47,32,67,,,,,99,,,,33,2,42,,,,,64,
65,31,,,,,35,,,,39,,36,,,3,,79,43,86,31,,94,69,48,44,,66,,30,,96,,,,,41,,,63,31,,82,18,27,,56,,,92,,66,31,55,,23,74,78,95,,,,32,,36,29,,,94,,,,,24,,94,,,30,5,,35,,5,,74,11,44,1,28,,14,,11,48,,,,32,
75,,,3,89,19,,49,41,,,61,5,6,69,,62,,,,50,,,,4,90,,18,,54,8,,,,,,,,,69,,88,1,,26,11,76,,69,,39,,4,66,,37,,,86,,74,,80,89,73,,92,77,46,,96,15,,,53,,32,,82,,42,,97,53,70,,78,,,,70,66,,,13,,20,81,,34
,86,,16,,50,,25,83,,,95,,47,52,,75,,,56,62,,39,,3,69,,,,2,,96,,96,,,20,,,17,41,,7,32,,0,44,,,5,,38,98,,,80,,,,26,,,,28,11,26,4,,48,99,,,,73,,12,90,,,28,32,67,86,88,,3,3,,65,,2,,,,,56,,85,,60
,,,17,82,,,,97,72,,,,97,9,48,,,,,,,6,,,18,2,18,,,22,,,94,12,20,,31,,,11,,42,,40,60,,,69,27,7,70,,31,47,,58,26,,72,,22,,24,3,,,23,60,74,,,,,,,,,,67,,35,,,,3,93,11,,,4,,,14,,,,,26,38
34,50,68,,,,97,,69,28,,84,,33,,,,53,,61,,,,,,98,89,,,30,70,93,66,,53,92,,97,,,94,,,22,76,3,,,1,91,57,70,54,,,,33,,,,11,,,,1,84,,89,,44,,,10,35,68,,56,88,45,95,,,85,97,,,,55,,,31,66,,,,,,38,3,
21,,94,,,37,80,,22,,,,,61,90,,,,77,18,,,,87,,0,31,49,,,,,46,7,,,70,10,31,,12,13,94,,84,11,23,,,,,,,,57,79,53,,62,,43,56,81,87,48,26,,28,67,,19,17,35,87,31,78,,90,,28,,19,,,25,39,,67,,92,,,79,89,,58,,,,
,,,,94,79,,,,,98,,,,59,2,20,20,64,27,,95,55,43,,85,94,,,,29,,,,,16,75,,,,,29,34,81,,,,98,96,,,67,,,,,,50,,17,,,,18,,,53,13,95,34,47,46,0,,76,98,7,,0,,,66,,54,,,,47,,91,60,,,31,89,,83,97,33,27
,,5,,,14,,,,,,,84,48,,,,71,,,,,,76,13,28,24,91,,,43,,13,,31,5,68,51,16,,5,72,,,,,17,85,,77,87,,,,91,56,,8,15,,,,,,91,,89,13,40,5,70,,8,57,,,26,55,,73,,86,,66,87,91,34,,,,14,32,,76,,,,,,
,,52,,98,,,,17,40,71,,66,,,,,85,90,43,65,,66,26,58,69,41,46,,,,76,,,71,64,,,86,4,15,,,35,32,16,16,96,,75,,95,,,,,,,30,,,15,52,76,,,,,51,47,32,,25,,,27,,39,,,83,1,51,59,,,,51,,,,55,,20,,97,,82,,25
5,43,,,50,,,,,,,,,,29,,39,,,52,,,74,,,81,,,,90,55,85,,,,60,15,,30,,76,64,,92,,20,23,,53,,2,35,2,84,92,,,,,,86,30,79,,24,45,,45,83,57,43,,,,56,,,35,,58,,,,,42,,29,,,,60,11,47,36,0,91,63,67,43,37
0,78,,56,,5,,75,,74,42,14,62,95,48,13,,73,,88,,,27,,79,84,80,,63,6,30,,,,35,,,,,,92,,8,,22,,59,,18,95,,,,,,52,75,28,,,,,,88,,15,,29,,45,,,,99,76,,,27,24,,,,76,,,86,72,55,37,,,,57,50,,19,,,63,28
,95,,,,99,,26,6,,16,,27,16,,78,34,,22,,46,,44,,43,39,28,20,53,27,65,91,,21,,,,24,95,67,,33,19,,,,44,,,,,,,28,,1,,,,71,,73,16,81,,90,32,51,,,,,76,79,85,,27,36,,,34,81,,,33,,,,62,,,92,,26,,56,,93,97,20
,,30,21,20,71,35,20,,,,,,,,,4,,34,,,,99,27,49,35,32,,34,53,86,,,96,,,,83,43,79,20,,,,95,61,45,,,2,76,13,,2,,39,,,77,,,,20,,24,71,71,80,,2,,25,12,52,44,17,60,57,14,8,,8,,69,,,47,67,49,,60,12,30,17,,,14,0,,0
50,,,39,,95,,70,,,79,73,,,,38,89,53,,7,82,,18,86,74,,58,60,,,,1,,83,,79,,,,,,,96,36,,16,,,,41,99,21,,,,,,,35,,92,12,,56,34,,,72,24,,40,,,,,,54,0,69,0,,36,34,,,,54,85,,12,24,,14,,46,,92,,20,29
,94,,,,,,,47,,17,,99,21,,84,51,18,85,64,,,31,80,,96,58,,,,6,,,,24,17,55,,6,65,,,,27,36,,17,37,19,33,97,,66,,79,6,,,54,24,44,36,50,73,29,13,,,91,79,75,,0,,,,99,,,,,48,,46,40,,59,,,53,91,80,,,62,,,,,
50,,97,,90,,,,35,,,58,38,,,23,,,,99,,,,90,35,,40,89,,,26,,70,48,30,22,,9,7,74,,40,,,56,58,78,,43,36,,,,59,60,,,,43,,31,,,,45,,76,18,,,,53,,45,16,18,88,70,,,,,,,63,24,,0,28,,,,89,70,,0,13,,22,77
44,6,,12,,40,,95,,7,,14,,,,,71,56,94,,52,,0,38,,65,35,,73,35,,29,48,,,,,,,,,,,77,50,17,,,16,85,,,,,,3,,,,51,8,,,39,,,82,83,32,26,,,31,,1,87,,,7,90,,3,34,,98,,98,,0,,,72,,97,,40,,0,,73
9,81,,30,,64,,78,16,94,,,,,94,,,8,,78,,,,,34,50,,0,,64,,65,,,80,,22,,,88,,,91,,,,,,76,69,,4,92,70,,,,,10,68,,,81,,,89,97,19,,36,,19,86,,,,93,94,70,91,,,,,,,,61,,,,75,9,97,,20,55,,,
51,13,,,,,,11,79,,80,,,,17,,30,95,,,84,,,82,,,67,,75,,,,,89,85,,17,,,,,,81,47,14,,83,5,58,31,,95,,,,,,87,,,41,35,49,39,,,56,,32,84,67,,12,29,77,,,60,,67,39,35,63,,64,,,89,,,,81,,6,,,46,84,89,
,26,19,,12,75,90,47,78,,,,,,39,,90,,,,73,37,,,99,15,,,,,,43,,,7,35,44,,,77,54,,97,,,,28,76,44,17,,,,84,,72,2,,,,,,0,,74,,,73,,,14,,77,44,4,28,85,80,,69,,,,,,,,,23,,,,,,,90,18,68,3,
76,,0,,,,,81,,,,,,,,97,51,,76,14,97,23,90,44,38,,,,75,48,89,55,72,45,79,,,55,,,,7,99,70,,,,67,48,24,,87,,36,,,68,18,,7,97,18,,54,38,,99,,13,,1,,41,,,50,,,,,,63,,80,,,,,,,46,,,50,,,34,56,,
,90,44,29,1,,35,,,54,69,,15,47,,87,,78,68,,,,26,,77,32,,,,92,19,38,55,,2,83,,3,28,41,,13,52,,26,93,53,,,3,,42,27,,,84,,16,,57,30,39,96,1,,,12,99,,6,,,2,,,,,52,54,56,15,,,,23,17,31,26,10,,16,,,,,53,,68,71,
,,,97,,,,52,,,22,18,,28,,76,87,,14,55,,,2,73,,98,50,19,,,,33,72,37,,,,81,,,83,,,,,20,63,,95,83,,48,66,34,,31,,6,18,,,1,3,43,97,77,,,50,59,,,16,,46,88,96,25,56,46,,27,,,,70,,75,9,,4,65,,,,55,,,,68
,,,16,22,84,74,,28,,64,30,,,31,49,,32,92,,15,,,,,,,18,,33,0,,6,,,,,45,,,56,,,3,,45,18,81,29,92,45,36,,,,77,,,,,46,75,,,13,62,19,0,87,,86,4,93,96,,,,4,,8,62,28,,,15,97,35,11,,,,,88,94,,47,78,,,66
65,19,,34,,,,58,31,,71,,68,24,,24,,80,,10,28,,80,,83,15,16,,,,,,,,79,,,7,79,,,73,,,,48,,,,,82,3,,,18,,,,46,98,28,,,98,,44,44,2,,12,12,78,,,,,74,83,41,,40,,,,50,50,32,,8,,,94,,,96,,,85,,69
95,16,,72,89,30,,,,29,,,,,,,,90,50,36,,83,,24,71,,,,49,70,37,,87,,,11,,10,,44,,98,30,,9,99,,66,,,,,28,,52,,,19,,73,86,75,56,,52,30,,85,57,,,,90,,,18,,76,,13,21,2,,,45,,7,,65,91,,95,,12,,,,,,80
,,,86,1,,15,2,,,54,,,53,,,12,,,,,42,66,1,18,60,65,,88,,,95,52,68,47,,,81,,,,49,,,16,,3,,55,67,,,,41,,0,,,,,,,31,,,,,8,,54,,,91,,82,30,83,,57,,,,67,,47,,8,15,,88,,,77,28,,25,,,,93
,45,57,59,,,,,7,19,,,,,,,83,85,,51,,,32,,,34,,,11,,13,12,,92,,9,,77,74,48,3,56,,47,19,65,26,23,,,31,,80,66,,,,92,25,99,,,43,,71,39,,28,58,31,21,,43,,81,,30,25,71,,,,,4,84,,58,,68,11,,81,,3,,29,85,,1,15
55,,30,,,45,,,75,,,,24,91,66,,18,,,,20,97,94,40,,72,,,,,44,21,80,,,,54,76,,,,,,,,68,65,56,,,,,51,,,33,,99,,32,46,,29,49,,,,,,8,83,4,,,,93,,19,,42,27,,,18,53,47,,58,13,,88,,40,,62,96,89,,77,29
,,7,,21,65,,,,,,,54,64,,71,35,,44,,,,,,,71,81,78,,,23,0,,76,10,39,47,71,11,,,3,59,7,,,69,,,38,33,12,96,,60,8,77,,,86,69,94,,8,87,27,,,,59,,,60,,,,,,4,,,75,,36,80,70,,,,,2,,,,,79,,60,,49
