90
60,,,83,,,58,88,,3,,,,,0,,67,50,,59,,,88,,,58,18,,94,,76,37,79,98,59,,,,45,37,,,,,,,,,18,,81,88,,,84,58,,23,,,,,,,1,22,81,,,20,1,88,,,52,10,56,88,93,14,21,42,,,72,12,,,25,
,,0,,79,83,,,,81,22,,,82,60,,,64,,,,6,62,,34,63,36,,87,,74,,8,39,83,,50,93,94,,39,,9,0,61,,10,29,,10,27,,3,,74,73,97,,33,49,,24,99,,26,64,,2,69,,,,5,18,71,,48,,10,,79,,,14,,,,,55,
,85,,,,,43,,,54,90,18,,,,38,,,,,,,,,,59,72,,,46,,38,,,,39,,,8,,,,,18,81,49,,,45,90,83,23,,9,30,,,,,,,90,73,97,,4,,59,,24,,81,,,42,,29,51,,0,,58,,,24,31,,11,,55
81,95,,41,,47,2,,78,39,19,64,,,,,62,56,81,,40,,,40,74,,45,29,,,,,,54,,87,17,,67,6,36,92,,77,7,,,,,,,,61,,,77,,,,62,,33,,2,22,,91,,,,83,,,62,22,88,,17,92,,,,,78,,,,5,,83
,,9,,,29,,72,,10,3,,28,,13,9,12,,13,63,,61,81,,,13,,40,51,54,,,,97,,,,24,37,,89,,,,,,,4,,,,,,,,58,74,,,91,7,,10,3,,61,,,34,,80,,,83,6,,95,,38,86,,7,,,,50,97,,51,57
,,68,,63,94,55,,88,,39,,,18,,,80,98,,54,29,,86,,,,,,8,13,22,,,,,85,65,,,48,25,,33,,59,71,,29,96,23,66,,19,,,3,37,86,,6,,12,71,,,,,,,13,3,60,51,,3,85,,71,,,,0,,,98,,,,,
61,1,94,92,,,,44,,86,66,34,,3,,16,,17,,,7,44,,,33,71,,41,67,72,63,,,48,,83,19,93,55,,,,,89,,67,,,,,,96,10,,54,,58,,,95,98,41,12,,,39,78,54,42,50,20,,5,,,40,,64,15,10,,,48,71,,45,47,,,2
5,,6,,29,,,,,46,,,,,14,72,62,48,,87,47,98,32,92,19,61,77,28,7,59,,,5,,18,28,4,79,,81,60,81,22,,,69,19,63,61,80,66,,9,,,,23,8,,,77,60,,,,,,,46,99,,91,,41,,,,95,74,22,,66,,,,4,,11,68,
,,,,,,,83,25,98,,,78,,37,,,,,73,68,,48,,,,33,68,54,,,96,,,41,19,,,38,,62,55,84,38,,,42,71,97,79,35,69,96,,76,,,13,14,,81,,17,28,93,,,54,65,,58,52,,42,,,76,,,23,,,16,,,,,97,90,
,,77,65,53,49,,,,52,,67,16,56,,,,0,79,25,60,65,,9,62,19,5,,63,,79,54,47,13,,,,36,26,,60,62,,96,98,21,,3,,,,77,,20,20,14,95,,,61,,,,57,29,58,10,7,88,,,27,95,,,,,60,9,88,,27,,,60,,42,,98,50
,,69,44,51,38,71,,,,,,,81,,,92,45,84,75,64,31,,29,,,69,86,16,64,81,12,67,,,,,,15,,,,,12,16,31,,57,85,12,,,19,,46,,,62,,11,99,49,93,13,84,29,,65,,,28,19,,33,,72,33,24,23,,,,,69,,,,1,,
22,20,20,23,,56,4,,,,,8,96,40,70,,,21,41,54,40,,84,38,,,,,,69,24,77,,46,,,79,64,44,87,,84,,,19,75,40,,45,87,47,,20,74,45,,85,,,35,82,,,,,85,,0,,35,,56,36,5,89,34,,,,18,79,,,55,55,37,11,22,73,
86,,,,61,7,,72,16,44,,,,4,,,,,,54,82,,96,,77,99,82,,28,25,,,34,,,54,75,26,26,66,87,,77,58,16,,87,,,34,,,32,,80,,,48,21,,55,31,,,,51,32,,,66,45,,,45,73,,82,66,63,,,,46,,,93,,,85,56
,23,87,8,96,,33,75,16,78,36,71,,,,46,,7,7,,14,,33,,57,,24,,83,59,,92,21,,,37,62,,72,73,,,,,35,11,,,24,,,,,,67,,,19,58,,29,,59,,,,,99,,,33,90,,,60,73,,,,,,67,,,,,,72,18,
,6,82,,,53,45,45,23,,64,,9,29,72,62,,26,17,,,,29,,,6,,,26,,23,97,,,,,,,,37,,76,21,,,68,49,,,,,,63,42,,,93,,,,37,97,78,78,,,,99,13,,,,,,,,,67,85,27,64,45,37,31,22,,,72,,53
,94,4,33,93,,3,,21,51,89,,82,26,30,,,,21,,,,31,,,68,9,,18,,81,,12,70,,51,,95,17,,61,49,38,64,,,76,,,95,36,53,,,13,,47,63,,,,87,78,,99,96,59,57,,38,,6,,,,67,,75,51,90,,50,83,80,,,83,91,,79
74,,57,,86,,,53,,,90,,,24,,,45,,65,87,,,91,33,80,82,,,51,59,,2,,,34,32,62,,66,,82,,,,,,25,35,70,,22,,70,56,,,32,,,,30,,,,94,25,55,96,44,,12,,,1,,95,16,,65,,,68,61,73,,47,47,,60,
12,7,39,,16,,19,,,,,,,67,85,58,28,,15,,70,,0,,,31,62,56,,53,,45,,,65,24,91,,,,5,55,23,,,,,,72,,,20,40,37,,59,33,34,,64,16,22,,,,8,25,,,65,,,44,,,,,75,22,47,44,,42,,,49,26,,,
,69,88,73,65,,56,26,,,90,86,71,,57,28,23,,,,,,,79,2,39,71,23,,89,,5,65,4,93,35,50,,,,79,99,47,,,88,,22,55,,,18,,,17,,65,,,,96,33,40,,53,,,90,,,72,18,16,,58,98,,,,88,66,,3,89,28,,74,,,88
20,44,,48,,9,,,,7,,,51,97,,,,65,,58,6,70,69,,,84,70,,42,,20,,61,,,,,,45,41,,,,,,,,,99,,74,,60,,,,,,,,,98,,19,52,,34,,42,,,15,29,,33,,55,,43,,38,85,11,,10,,,60,,6
,54,,,49,17,31,,20,90,,41,,,,,6,,,,,,54,97,94,72,,,45,7,,99,,66,,63,32,13,91,3,,,,,,70,,71,16,62,38,20,11,32,42,23,,23,74,,92,,,34,,3,,70,,66,,81,99,,79,93,7,,,80,,64,9,52,68,,,93,92,
42,56,96,60,,,11,88,95,,58,16,,,7,,,,98,,,,97,19,,84,,,,,,71,,94,,,48,49,57,,,,38,,,,39,89,95,,45,22,97,,41,,,,67,44,,,26,,,83,,,,,,,25,,16,,,,,,62,,,,,,58,39,74,20
32,15,,25,33,,,26,68,77,9,,37,,,,,,,,46,25,,,91,,,,23,31,,,,,46,,,,,,3,51,64,37,70,85,10,,48,,,60,84,,86,,58,,7,,,,96,49,83,85,89,50,,,15,2,24,48,,,96,36,55,,26,72,17,99,69,,84,21,,59
,74,,38,75,,,,19,77,,17,35,90,,,73,21,,,26,69,20,21,,93,,64,,,70,18,,,,66,,15,,,,50,70,,44,48,,20,,,91,57,,,11,12,4,92,12,,11,51,6,84,,,89,48,,,,5,68,26,,86,76,28,38,88,28,29,62,,,,88,,,84
,,,90,83,,80,,74,29,26,,99,12,,,93,,39,42,96,,89,,,,21,,,,65,,,14,3,39,92,56,54,66,,,,78,71,29,15,,,1,32,41,,,,,71,,13,3,16,,,,5,,91,,,94,,61,,,75,,20,,,81,17,,,75,49,,8,19,70,
80,,,,,45,,,,70,38,87,64,39,,1,28,60,,,77,6,,,,27,,51,,,,82,36,,45,10,39,,,73,21,36,64,87,,49,,,10,30,,36,32,,,,35,,,,48,28,66,,43,,,1,,57,,,,74,80,,,,,99,,18,,,,,,,,
62,,39,88,83,,,83,84,,,,60,66,,55,31,,,89,,45,,,,,44,92,44,,,,55,23,,,14,36,25,,75,16,,,26,,66,22,,84,,,86,52,77,66,99,50,6,,,,,36,,97,,,24,,94,35,78,,42,,,94,77,,,,75,41,,,,82,61,22
,54,42,96,,65,,,,82,,,6,,,,,32,18,59,,,4,,38,,,,81,,85,58,,64,93,62,86,60,,51,36,64,,,64,,,,73,76,9,33,9,,,9,40,,74,3,,,,,,,,,,,,,51,96,,,43,,62,12,,63,23,32,,79,39,15,,
,64,89,,,,4,,,44,33,,,,98,35,,,,31,,,77,,4,,,,,,,1,,54,25,51,,99,,,,80,,,,1,68,61,,48,,,,23,9,90,,98,32,,,,,38,,91,1,25,,,,72,84,,0,97,70,26,,95,,60,30,67,,25,88,,,
84,22,,86,44,,,70,,,33,,35,,50,52,91,,,,12,,,,87,,29,64,,,53,,62,32,,32,,,,,69,34,18,39,,67,,13,79,,,18,,99,,2,14,34,64,45,39,62,,98,,,26,62,,,36,,29,,2,60,,25,90,20,,87,,81,6,79,88,,59,
,17,62,,37,,53,,,,,,21,23,,3,17,,23,,,98,49,55,7,53,42,,,,,19,6,,88,57,,,17,,,,68,,,,38,,79,4,,,84,23,24,,81,,58,,,,64,19,35,57,,59,84,,88,,,99,,51,,63,0,,89,,77,,66,,16,64,0,
,,67,,,,,,41,50,98,,,75,5,39,51,3,,,,,88,,,54,,,28,79,,,78,30,77,90,74,,93,,90,,,,37,,,,,19,,47,,47,,,,,26,95,,,14,53,,,,,75,,39,,,,,6,80,,54,,,,,88,26,18,33,82,,7
48,28,,51,,58,,95,,,,3,53,,,,,,6,29,76,21,,13,,,,38,71,,92,69,,,,,,,,27,73,,62,,96,42,52,,,10,44,,21,,,61,,43,1,,,64,,,29,31,,64,,96,94,,82,12,,,97,,,,96,,,43,48,94,95,71,,76
,3,42,62,44,62,14,3,20,28,,,53,18,,94,32,,,87,35,31,,42,,,33,,,,69,,,95,7,43,,,,64,,,,63,47,,,66,,,12,52,99,,35,,57,,62,,,,95,,,,5,,,,,,,29,65,21,34,,,56,71,,,,41,,,,97,
47,,,,,21,,72,,42,,82,45,89,,,,88,,69,,,,,,,91,,,,36,,97,,,61,,53,68,34,68,51,,37,65,5,,,,,53,,64,,,,,,,89,96,,17,72,,,7,70,,62,,,35,,37,20,,9,59,,,,,19,84,2,,,66,
16,22,87,66,,,7,,52,,,,,,,,,92,,51,,77,9,,27,,,,,80,,85,,,94,,,,1,57,,,,,,,55,,,,,38,88,59,16,18,79,,,,,74,58,,,,48,,,,49,,,76,30,59,90,,94,,,88,,,,51,54,90,12,
24,,25,53,59,,,73,6,81,31,85,,23,,16,,,,56,74,,34,,58,51,,80,,21,,,58,40,,87,37,,,70,,,43,34,,20,,,97,,,13,,,,,10,,54,76,,,65,,,,,,,5,,,,10,,25,,35,,,,70,,72,,,,,53,97
55,,,,,,27,20,96,22,17,,1,,52,75,4,,,87,,92,,98,,11,,,,,19,23,,35,,53,94,95,,,26,53,,27,,,12,51,,,73,,20,,73,,45,41,42,,,,,,89,23,,,,18,,41,65,55,,,20,59,,89,,,,,,,,61,,
,,,,,,19,,62,,63,66,,77,,9,,,15,,,48,15,,48,,35,,83,10,82,73,,68,,49,,79,,30,,,59,52,98,,,,,64,,27,97,78,59,,37,,,,38,,,,31,,49,,,45,,36,,,14,,77,,,,,,,,78,,,9,,61
,,79,,,72,46,47,,84,,,81,,20,,,,,62,45,29,56,83,82,34,5,,46,,93,33,52,9,,,69,,,94,,,19,,53,7,,10,40,74,,84,,,18,44,,22,56,7,,12,,87,98,50,35,78,,43,,44,,,78,,,28,79,32,,4,,91,25,59,83,,37,
57,,25,,83,,9,96,,,,29,77,,,,,25,,57,90,11,,4,68,,7,,7,,,,18,,89,89,,82,87,85,38,,,,37,,,64,45,,,24,,78,,,,,,,,,37,,40,27,34,89,,82,,79,83,,74,,86,38,73,,,,,75,,97,18,8,33,
28,16,27,,26,42,93,,,91,25,,,13,,,52,,,,63,38,,7,12,,77,3,5,34,83,77,,,,28,47,,99,65,,17,,,,,94,,66,,,,80,73,,,,,13,,70,20,84,,,,74,,,30,70,56,15,48,,81,89,92,,37,,,,8,23,,89,49,,91
,89,,74,,55,27,66,,19,,18,,84,,80,88,42,97,43,51,64,,,,,,49,,,4,,27,95,,59,,92,86,,45,,35,33,85,91,33,91,49,,,64,65,,,25,85,8,82,83,33,33,6,36,,,,,6,74,60,20,,,82,63,80,,90,,,,44,,64,61,,7,,4
49,5,79,,72,,,,,,,,,42,18,82,,,34,72,18,7,,,,53,,51,,,,,16,,,33,,,58,,,,86,39,,90,,14,,92,,37,,0,,,,,,62,,64,29,,,,,71,90,,12,6,,75,90,,,,64,61,,42,16,,18,94,66,,,
62,,9,,,15,,61,38,11,94,,,,14,20,,1,,61,1,,79,89,,20,16,,,52,24,49,34,78,2,11,66,,38,52,,,,,69,,65,,0,,77,,97,,,,86,34,79,21,,,,77,8,,32,,56,68,21,78,77,4,,,,,59,,8,13,22,,,,,,,79
41,85,23,66,92,79,,94,,,9,,,,6,,12,32,,83,80,,40,,71,3,,,29,,56,,,49,,,1,69,89,11,,,,,,,,26,73,,44,96,,,90,61,,49,62,,68,50,80,,30,,40,92,25,,,63,,,74,18,,,32,75,69,,,67,,,,,,
,86,18,65,,,,,19,,,21,11,46,17,,,,,37,,,93,63,,,58,64,,,,1,2,,,58,14,61,53,79,53,,72,50,,70,,,76,13,,,54,,,,86,,,78,62,11,,90,27,,,,92,,,37,2,90,,,,,95,88,,12,,86,36,10,,,,96
