100
90,11,26,,88,42,19,,67,51,27,,,,,,68,,,,6,,,79,13,,56,,33,37,84,,40,10,58,11,43,,78,93,17,,,,,64,,77,37,,,,,,28,85,,4,,63,59,,,6,41,,,,95,,95,,34,,,82,,,43,,,,,,,,,90,,42,76,65,,87,,36,,,86,71
46,47,,37,,19,,,,85,,,71,,15,17,,,,,,35,,40,,,55,,,50,11,,,50,18,,87,,64,51,,7,,42,,,9,,96,65,,27,45,45,67,18,,,,20,55,2,84,,8,64,68,30,10,73,,,97,,29,88,30,,82,68,29,,60,,84,,87,25,,,3,,,,,21,,,35,
42,,,9,,39,,,11,97,79,,65,58,,,41,,80,,72,58,,79,,,58,92,,,94,,,,87,32,93,50,56,96,,,,,,,,90,97,86,18,94,,75,,15,40,84,80,86,39,,17,,,,,29,21,49,65,,,,,,,,95,11,90,,,,95,21,,,,62,,,,34,,58,,32,,75
,38,,70,,,,,79,,,,,20,34,5,40,50,66,,,,83,35,,49,,27,12,37,37,43,48,,,,71,54,34,,60,,,,44,,85,,27,57,,,8,,39,97,15,,24,,,95,,,,62,,,,37,68,,85,,88,,,62,,5,,89,3,,56,73,20,69,,,,,,,61,62,,,41,51
,81,37,,,57,94,,44,,,37,34,,,,,7,,15,46,,,,34,,65,,18,,,62,,35,,,61,92,,,,27,81,81,,,81,,44,,40,2,,,67,48,,70,89,53,,,10,,88,13,66,37,,43,12,,,56,3,,,,30,61,,77,,,,,84,,,46,,45,70,27,18,,85,76,78,8
,85,,4,,,,64,43,35,17,,,2,,,88,5,97,77,41,,95,22,,66,,20,98,21,90,83,6,,32,,,68,,,89,,80,,,75,,65,,,,98,9,33,80,98,,19,,91,39,,,19,,,68,,,58,,3,,,48,20,,79,,,,61,45,58,,76,27,65,,,,,,27,56,79,5,25,,
54,,,49,,,53,71,7,72,,43,,88,,,,32,,39,33,19,28,84,,74,,81,60,,99,,,,26,,,,16,28,,32,82,5,,,,52,8,,,,,,,,,,,,,,30,86,68,,19,45,44,,,,,,38,4,12,,81,,,,3,59,,27,,3,,,46,26,4,49,93,,11,52,,7
,16,,,,,73,1,81,7,26,,44,,,,,47,21,,40,87,18,,12,,31,73,,,29,43,,84,,30,,30,57,,70,57,32,50,,72,,0,,,,3,32,13,,,11,,43,46,,75,65,39,,62,69,68,,65,49,31,69,,,,,59,,,,81,,17,49,38,,22,,66,,54,,,0,53,65,,90,
62,,,,89,,,,93,64,,,,,27,90,,,,,84,4,64,,75,70,14,87,24,,,8,43,9,,,,24,,,60,,18,17,,,2,51,79,,3,,53,,,,82,66,4,86,34,,,,,5,,99,,,34,91,,,32,57,47,,,,,,,,,,,66,,,,,,45,88,,49,,,
75,23,35,33,,25,,,,,11,83,70,,43,4,3,28,48,2,93,,,49,,,,45,50,40,,,,37,35,81,,,19,68,,,,,64,,,62,70,20,56,,,96,69,27,55,6,,,89,,,,47,54,62,,55,22,,,78,,,,,,,87,86,89,25,,,,31,,,,86,63,,53,63,94,,,,
17,,,,79,,81,2,,,8,65,,,2,9,51,16,84,,,49,,,,,,,,56,44,88,,,39,53,,41,11,31,59,62,49,12,84,,,58,,,,12,,,,31,,68,,,,50,,,45,7,,,0,61,,78,11,,52,,64,,10,26,87,,59,27,,,17,,,90,,51,,97,45,4,,,98,87
62,27,17,90,34,32,,,,62,14,,36,,,17,,18,84,,81,81,,58,56,,3,60,95,81,87,,,18,47,,,,,33,,68,83,42,14,85,75,,87,37,,,,50,42,,,,,75,4,,,3,6,,,,,77,,66,5,47,,51,,1,,6,,25,,62,,41,96,87,,,86,2,36,23,31,,,,91,
,59,88,,,,13,,59,63,29,,,50,,92,95,,52,,,0,84,,58,74,6,,46,,94,26,27,,,72,,,31,,92,85,88,,81,24,,,13,51,37,,48,,14,94,98,,55,10,,,92,,,58,,56,,,10,,33,45,,97,58,,,13,,71,88,23,,,20,,,64,,72,,,80,,,,,
,,72,80,83,93,73,8,41,5,14,,69,87,98,,46,,,28,,,2,90,,58,,40,66,,,57,,,,42,,54,,,15,35,30,75,75,,,95,72,,18,,60,,,,71,27,,79,39,69,15,,,52,,,95,12,91,4,,,2,,,,98,88,91,18,,,97,,43,99,,42,85,,,40,21,,49,,86,20
93,,,81,36,9,87,,,,,,,52,20,52,,51,,43,91,,,15,29,92,0,17,,,58,,,,,77,38,,,,,,,,,,,,23,,,,71,,23,,,87,16,82,60,,,,1,,,,,,,,84,45,,67,14,,,85,20,32,,49,12,,,48,94,54,53,76,,66,29,,14,87,26,
28,61,,,,10,,,8,,69,,28,68,62,52,,,74,,33,21,,59,,31,,,,92,,27,,90,,43,,86,,,,5,79,,,66,,,,,93,,,13,72,,15,,71,90,,,7,,,22,,33,22,18,,9,,,54,,,85,63,,,,,22,18,,,67,55,,13,20,5,,56,,,,55,47
6,,24,,23,38,,,28,,92,,15,,28,,,,12,,84,87,93,7,,61,,,,,2,,28,38,,,,,14,,,,0,7,8,66,21,90,96,34,19,21,,,2,89,,95,,,60,99,,,2,,,97,6,3,,,,66,64,97,49,89,57,,,0,55,,,,33,,,54,2,86,5,,68,,49,,47,63
,,,96,1,,,15,68,,0,72,95,,25,73,,80,,,,,21,31,3,,,64,70,54,27,21,4,,51,40,,,,,,,19,,15,,95,32,,,,32,6,,,,15,,48,,,58,79,77,,,9,67,58,89,,,,58,21,,,73,40,53,71,74,,,,,,,,70,,,,45,,,67,56,92,
49,,,59,,83,96,,77,79,,29,,,,48,2,,,36,,,,,79,86,,,,,27,,12,32,22,32,,78,,44,,,51,25,56,,50,,84,49,10,,,,60,61,,12,40,68,,,17,,,68,11,,,52,,,,,33,83,49,86,86,0,71,,86,48,58,,80,,9,,60,86,41,57,,,,31,,
,,15,,,,,43,,84,62,71,,,,7,26,77,,,0,,,,87,,86,62,,25,83,44,,,85,,,22,33,,13,,,39,,81,,25,,,24,,,64,,43,,,,,2,,,18,6,33,96,77,,,,84,,,,,,43,41,,65,75,16,,89,55,,10,16,16,,,,,,5,42,,5,32
77,98,,62,29,68,94,,50,86,61,56,,,75,40,77,88,,,,,1,15,5,41,,,,48,11,,,,5,,,,86,21,,42,37,38,34,35,,,98,55,,,,,27,,17,69,72,56,,58,,97,15,6,,52,82,,,73,93,9,3,68,33,68,,,59,10,,17,,41,57,68,64,,56,,66,,,73,0,,,
84,39,,,50,13,,,11,81,,,56,13,,,52,57,,,82,,,,53,,,,57,86,,,,,14,,,20,,24,12,,,38,,,83,34,,16,74,,41,34,,77,,,,,,57,,,96,,93,,61,2,31,,42,14,59,73,48,,95,,,,87,,,,,10,,,69,,,20,29,,91,40,41,
,,44,,,,2,6,,,,,94,,47,19,33,,37,84,35,,,,66,72,62,,81,3,,,,59,98,,,21,,,51,17,,,,20,52,,,,,6,0,,,92,75,69,91,,79,,,,97,,61,93,47,30,,73,78,92,,,,12,,47,,,,48,94,29,91,,39,74,,71,,,,,21,,,26
,,9,,17,86,,48,81,,38,2,82,43,4,79,58,,,,10,,49,,,47,21,,98,,56,96,,95,53,20,19,34,,27,59,22,,,,73,,82,,,95,70,,,82,10,42,41,,1,,87,90,,,23,27,,55,,,,90,19,,55,63,,,,,4,20,,57,,11,57,,6,,50,,18,,9,12,,64,
2,42,82,49,21,75,,,,58,5,41,,,69,69,34,,88,33,,,30,54,28,0,26,,,41,35,71,,54,40,2,,1,76,30,,,,,39,54,,,54,,83,,70,,4,,,,,22,46,,,,30,23,,,5,,,,,,,68,,51,,16,,,43,39,65,81,9,79,51,,,,89,6,76,35,,53,,
,,,,,,75,,12,,70,96,,,,,,87,33,56,35,,,51,,,,,19,,,70,,19,,34,75,,40,,7,32,95,98,,,67,96,,62,,,,4,41,13,,77,,71,,,,,44,,4,,88,45,56,41,,,,28,,7,46,29,62,44,1,22,80,62,,,92,,,,,39,37,72,33,35,,
96,,,37,89,,49,,36,,,73,,66,28,63,55,,,,,,26,,,,,49,,,,69,,,,,,32,,66,,,12,85,49,,,75,,,,,,,12,62,89,79,,46,,42,,,33,16,,,,15,,49,19,10,15,,92,,39,87,17,,18,,24,36,14,,50,21,78,82,66,,,,,56,7,62
,,11,,51,81,,,,9,,,,,,11,30,27,4,0,40,,62,,40,,29,,36,31,,86,,26,33,,80,55,,,48,,23,,,21,50,,,,76,32,,14,,77,,4,38,96,,83,62,64,,,55,,,60,56,,89,,4,,80,0,39,,80,6,12,11,,,64,,,,82,,72,28,6,,51,,,
66,,,43,,,,0,42,83,95,61,34,64,75,,,22,,72,72,,56,40,72,,61,,30,,,,,75,69,9,,16,,6,29,,43,17,,,49,91,31,,,4,34,19,,,55,7,86,,95,,,41,37,16,,,73,,,81,37,,24,,,,96,77,,,55,,,,,,,,40,,,2,20,2,77,68,,
53,,46,,,10,20,15,84,,,97,63,56,,69,,,44,,99,,27,61,75,79,95,55,,,82,,,,,,35,45,,94,84,22,55,77,,,,,,27,62,,12,88,7,95,12,,76,40,3,43,94,,31,,57,,,,,91,44,,93,,,80,44,42,29,,70,40,82,51,39,,41,40,53,,,66,9,74,,0,90,47
,,94,32,20,,,35,,5,,31,,20,25,,88,,,,,,,,34,77,63,,,,23,,4,,,96,85,73,56,52,37,42,36,,45,,,,,53,21,,30,,,,,,57,,,74,44,,89,12,,97,,,78,83,48,,,,,11,,,,,,,,87,61,,66,64,,,78,36,,6,,72,19,
,78,35,,,2,9,65,88,92,45,17,52,51,,30,,,,72,,28,,,11,39,,49,,,,,74,47,67,,,29,,53,,86,73,,,,,9,,,42,95,4,24,,,,7,,62,43,55,,72,95,,,,,,60,25,,24,,,82,58,,54,,18,,,,,31,36,,24,,20,51,,53,89,,57,56,11
,,,32,,73,5,,,23,,17,4,51,,71,,,65,,56,,,,38,47,50,30,,21,,,,36,65,8,,99,,73,48,,,31,,,96,,47,,,,34,,,,,85,36,,,,17,90,,,40,,,,,,,,0,,26,,,,76,,3,25,18,69,,,,,,,,,,,,,19,
,63,,,,,8,,,,,47,53,,48,,5,,,20,80,82,65,,,70,19,91,30,66,73,26,,39,,,10,66,,18,,91,6,,,,20,,34,,49,43,3,,40,88,66,,,27,,,38,,,75,,69,75,,,35,33,8,51,,,,,,,,,81,76,,,,0,26,94,,70,22,15,50,93,97,,
,,97,,50,,57,,92,41,,,,39,,,,17,76,19,,,,44,64,21,97,63,97,,,15,80,,81,,7,,,69,,7,66,,63,,1,8,,,70,,9,,,50,,,,,,46,42,96,,,7,,,,,,30,,,85,,20,,,,,49,98,,35,41,,,,,68,,4,,0,17,,58,72
,,,99,,40,,,,,94,6,92,,,68,,11,,72,96,97,85,,,,,99,68,40,78,,,,,87,58,71,,,,,19,,,,55,,,46,23,48,19,,56,,80,84,,,38,,90,,81,,13,,,87,93,,23,44,,60,,21,,,,,89,24,98,,95,,,,,,,,,49,,8,44,
,53,18,86,,10,50,,13,4,,56,,4,,,,,,,43,53,1,,,,26,,,,,15,48,,,96,,36,98,36,33,31,4,,78,,,,,94,0,69,81,33,,,,,,,93,29,15,,,,81,,11,82,49,99,90,90,,35,,,,,4,10,42,,,,27,,,,,,,26,40,45,70,,,
36,,,,,45,48,,28,62,,77,29,,82,,,87,,,38,,,47,42,,,,,70,,41,81,17,49,,,24,,,,76,30,32,,21,52,27,,,,74,47,,6,,,14,95,,16,21,,,,,8,,,96,,,,7,27,65,,37,,98,46,34,,,35,60,14,,22,,43,,,55,,,,15,88,
,35,,73,,,,,74,,23,19,,,,56,88,,,,,,,59,87,44,45,52,57,,,,55,,25,,25,2,8,,,91,,38,90,66,58,,,66,1,,,3,,,28,,,,,93,,,,53,51,,,,,53,26,20,0,25,,,,,86,6,,4,,,1,,,,29,92,,25,5,82,83,,,18
,,78,77,,,,,,,,,,98,89,,,,99,53,,38,,18,,33,,,91,,,,,,,,,,63,86,,26,,69,,,,8,,,7,,,,82,,31,81,44,,,90,44,,,,,4,3,,,23,67,,77,91,77,,,,,,12,10,,,,32,,93,49,,11,,12,45,17,6,67,6
39,5,,30,24,40,9,95,,,,,,38,46,50,,21,,,,,43,,,,,24,,,,29,,,85,,,,,4,16,,,93,78,33,3,50,3,20,53,,,33,,4,77,68,14,,,80,46,52,76,71,57,81,5,,59,,,,6,,,60,,,,36,28,,,20,,,17,35,83,,,95,,92,,,,52
,61,76,85,,,,,,66,,47,,24,39,92,56,,,,18,,,,,63,61,,,,55,,48,12,90,73,,36,96,39,,10,,62,85,74,,17,39,,6,,,,,,70,,,,92,60,80,,,,45,,3,86,57,43,2,34,,90,,6,,,,,51,,,78,,,69,38,12,,,,,96,,,12,
,51,,,20,,,9,98,29,96,,67,12,31,,64,20,90,,,,12,30,,14,18,,45,83,73,1,,,77,,14,70,,,,44,,,27,,,65,34,32,,40,,,77,,93,50,,40,99,35,,,,83,,,,,,,,22,,28,49,50,31,58,50,67,,48,,29,68,,,,86,7,18,,,40,7,,35,
67,62,,31,,98,71,19,,1,,83,62,,1,44,,,,,,31,,67,47,,,56,61,,50,58,,94,93,57,21,79,69,80,,2,46,,,58,,,64,,64,37,,,15,15,85,,75,,94,,,,,,99,,,14,,87,68,10,60,,,,66,14,,,,,7,48,72,17,,,,,,88,,,,,,
,,84,,,16,71,76,,54,,,99,70,,85,85,,73,,,,88,62,12,61,16,0,20,1,,41,87,34,,35,59,,19,,35,22,,23,27,,91,68,44,,43,44,35,,41,,37,,96,,63,4,50,54,,29,1,39,,5,,95,,,,,,73,86,80,,21,,,57,68,5,30,,60,,95,51,,,,58,,6,77
82,97,,,69,,,,,,87,69,,45,,,86,47,,,25,,43,,94,,13,12,40,,27,,33,,2,72,,54,73,,16,,,38,81,25,3,,85,,,90,64,13,71,76,,56,8,,54,93,95,62,,68,,,93,,,80,76,,35,,,,,95,34,90,,,82,,79,72,10,21,,,81,45,35,,,42,53,
,,67,83,,41,99,41,90,39,33,43,93,,41,,86,24,,,,,,,80,,79,51,46,,,,71,57,80,29,71,12,,,,72,,69,,57,30,,,16,11,,,,40,31,,28,,,,71,45,19,,97,13,,2,97,,,,,73,,58,,96,,52,98,27,,36,10,,,,,25,,,70,8,,58,25,,29
,,,20,,90,,61,62,,,,,96,7,64,,,,64,,79,,,60,2,4,0,,,18,,,,,79,,30,23,,45,,76,96,,,6,86,,,12,93,43,53,,,29,,81,84,,,36,,,,30,87,,81,,,62,0,,,28,,57,83,,54,1,,51,37,61,86,,,,45,,59,,,,,35,24
,,,,,,65,76,,,17,,81,,65,,46,,22,,13,19,,85,91,,3,4,23,84,79,19,76,,79,,,35,,,44,,59,,,53,,,,,5,99,,55,,,44,97,,,1,,,,,,,,,19,,64,98,,77,93,54,,,,9,5,3,,,,,,,10,12,45,,69,,2,,40,26,
89,,66,,,92,37,,4,94,26,,44,23,,,,,97,61,,87,73,,,,61,9,83,,,,,95,60,,28,51,,,,,,84,58,,82,,,59,,,,55,66,,,,,,,,,99,,,52,,,42,97,78,,,,30,,94,,4,,12,12,34,,17,75,,,0,,75,,,48,33,14,,,
,9,,7,75,,,50,62,48,42,4,,7,,85,71,29,,40,,,3,,,18,,,,,,87,,,35,,49,,,34,,96,11,45,,53,64,,29,92,61,,69,28,,75,,10,30,98,,,,63,,,,45,64,,,,,0,,,,,59,59,,86,,,,,,,9,,44,82,,95,62,50,,18,96,91
,,78,35,,,9,,,29,,82,82,94,,,,,74,,10,69,,,,61,82,,95,,,,72,,60,58,6,,74,,23,97,66,90,10,,11,69,54,,,20,30,13,,18,75,,98,0,6,,,83,,89,,,,68,1,,,72,0,,62,,,49,69,40,40,,63,,,,42,,3,65,,25,19,,49,70,79,
84,24,1,,0,,,44,47,,,29,71,,,,17,,4,,,,,43,,16,,94,39,86,97,54,,98,69,,,,,,14,,33,75,41,,,,,,14,21,18,74,,32,,5,45,,,,,,,,99,,,,35,,44,,1,,24,,98,,8,,,33,,,84,25,,11,55,,,,49,,,76,34,42
,,,,99,82,23,,,45,,,6,,,33,15,,,,26,,,,30,,77,,,44,2,83,29,38,,,47,,71,,2,,,,72,46,,27,95,95,48,22,,55,,93,,,,,,95,66,,,16,69,69,24,65,52,,2,61,,58,,,84,69,,74,,,62,23,32,,,42,,,31,71,16,,98,16,,
,37,,,,,,,2,80,,,,15,19,73,,28,,66,,12,,,96,,,,72,,64,30,,,,99,79,,,35,,42,,,,,,,37,73,,,,1,11,45,78,,,,,,95,9,,95,82,,74,,81,54,,45,53,82,,,27,,,,12,,,,87,49,64,,62,,18,33,,24,,63,82,
,55,,93,,42,65,67,98,45,83,49,,31,,,42,,,,20,34,8,96,,3,21,5,58,,,79,,93,,12,,,27,,,,,,96,,9,61,99,,,,,,71,,21,,3,44,,22,40,,,86,92,,,43,78,,8,17,,66,37,,,,59,9,55,,12,54,56,,70,56,88,80,,,99,47,,,,
,4,80,,,69,70,,91,,27,,47,,73,,,,16,,,,99,,76,83,5,,57,21,0,1,93,,,,29,72,98,89,,70,13,25,43,,,,48,,,,,9,6,1,27,,80,81,48,,,5,31,97,,,25,29,41,,,,,,,,,,28,21,65,69,32,22,3,23,43,78,27,,9,72,,22,,96,44,
62,11,74,46,,59,35,40,,15,,,59,67,75,67,89,10,46,,,,97,,,,,,55,98,,,70,36,,,78,,,,,91,,86,70,74,,67,78,91,42,,,,,,,36,,39,,,,,66,,23,,,95,,,,1,,38,,36,74,70,93,,,,,,8,,57,70,49,21,,11,50,,49,56,90,
,,87,,,,,,96,,86,78,27,,,70,46,,3,,,,,81,,48,66,55,37,,83,95,66,86,77,,,,17,,96,90,,83,,14,89,,48,,66,,60,,,,,,,6,,,88,,90,6,78,58,37,47,65,89,8,,43,98,31,,,91,65,44,27,44,,,,,28,,,34,,54,,,38,,,70
8,,,93,82,,39,70,,13,51,36,,,,,,,12,,22,,3,64,,,31,,,7,,96,,17,,58,,,,,,,2,,15,,,,93,18,15,78,12,85,,,,,,72,,99,18,46,43,,,89,24,,32,55,,,,58,62,72,,,40,,22,32,7,,11,45,,,33,,22,69,,,99,,44,41
87,27,59,17,52,35,,,15,46,52,15,15,34,,84,,,95,,2,93,,77,,,20,,59,79,,5,11,20,,97,4,,77,,,69,78,,56,,,51,,,0,,,56,,50,76,51,,,83,78,71,80,,60,,6,41,,,,,,69,35,,,31,84,,,,,37,,18,54,81,84,,,67,9,27,13,,41,11,
,,87,46,,,78,55,2,94,,50,93,,41,12,,96,,,,,96,65,22,,90,5,7,,,,,40,29,62,,42,,,37,,,19,,23,,,50,,57,57,41,,,28,1,,42,8,94,,,,92,,,,,,,86,,8,,,,,,,17,31,85,,,,,0,,,,64,18,,,,,,,50
,5,,51,4,,95,71,,,56,,42,,91,49,96,,,,14,,,,36,63,18,,,72,46,34,85,,35,1,27,,32,23,22,,39,,,,,,,,57,,,1,,18,,6,,,,,88,,,,61,,39,,67,57,,,36,,21,80,59,,85,,,,48,,68,,,16,25,43,1,7,45,81,,29,,
6,48,,,89,,61,,,,74,,64,,95,,,13,,,90,,,30,39,55,,,58,,14,,,69,,10,,,79,31,60,95,30,42,,,25,70,18,,27,51,43,,28,33,78,18,,,47,,,,,64,,88,,,,54,19,,,78,,,36,60,70,,,,55,,70,82,64,,,55,,62,,,,2,,74
,65,,,22,26,,42,16,60,25,93,,61,58,3,6,44,,,,70,84,85,,,,,64,,,,,,,,,,,49,35,22,54,30,89,48,,32,,,93,26,67,,,4,61,,,,96,,,,51,76,,,,,,15,30,,,,50,,,,,,,99,83,,64,27,37,8,31,25,46,22,,,67,,96,
60,2,23,4,,81,74,84,18,40,,,,75,,,42,37,,38,,,91,32,,42,13,,62,10,,56,52,,46,28,,,,76,14,70,53,,,,28,80,,4,5,,,,85,39,,54,,,8,3,,58,21,63,78,,,,,,57,,,72,,,,21,,,30,,96,,44,52,,,,56,,70,61,87,97,85,,
83,86,8,85,69,,51,,58,,60,22,40,56,88,,60,14,71,85,,21,,,51,,,64,35,,43,,77,,,34,95,,,,2,5,,60,,59,72,73,,73,,,,40,23,80,,35,,86,,91,76,,,44,67,14,,,44,,,,,,63,99,7,,92,,,,46,,67,70,,,55,,,87,20,95,,40,,
,,6,64,,,,,35,60,,24,32,37,44,82,8,34,,,76,,81,,,82,78,2,73,,,,94,,,10,,,34,,,,9,50,,,,66,40,,6,,,35,32,11,,37,94,,,,95,,,,78,,72,,34,84,,20,,25,,83,4,,,,,,72,2,38,76,93,,38,,,29,,16,,,,86
35,,,74,59,84,,98,,,,7,,72,92,,91,,75,22,,78,,,13,,8,6,92,,88,95,97,,,,,,,,,33,,96,,,,,,91,,,60,,87,,46,20,34,,94,,77,,,,49,,33,,,,68,,84,,,,,,,,69,81,,,46,56,,,,24,9,,,31,,,29,
71,,,,93,,29,4,,,,13,,89,,9,,86,,41,,60,,,,,,,59,4,,,,7,30,,1,42,2,,55,83,36,,,,12,32,,,,17,72,,,,,,,,30,,,,87,66,10,,,66,,,,9,,2,,,,11,,77,16,37,,8,,95,97,37,80,80,44,97,,95,,56,93,
99,,59,62,,32,38,45,,30,98,48,68,91,39,,,,13,,57,,,,,,,,,75,72,12,,11,,,,,63,,9,,,81,,,41,6,,75,54,20,,17,,,99,,,84,,,32,67,79,42,72,82,,,99,83,,,47,37,,,,,22,7,19,,75,,,57,,,,,,,,29,54,,89,13
,2,44,65,65,,90,7,,8,98,,17,30,44,,38,96,4,,,36,,48,88,17,,90,,,,38,52,0,76,91,,55,46,,,53,,,40,70,,90,58,90,34,60,95,,66,,,,,,6,82,61,,48,,93,,93,19,,47,,,52,,,,,,,1,19,,,70,46,,37,,,67,41,,46,,66,,,
,,92,,,,11,51,4,,,23,96,16,,66,82,,,,,,,68,,36,31,,45,84,,94,39,21,,78,2,28,13,,50,68,,,,11,,,41,29,,,41,,,,,,,75,99,,,,23,53,,,30,90,,73,61,,,,,,,,,,,,,64,,9,78,43,,,,91,,33,73,11,,27
39,,,,8,,90,,55,,,,,,,,76,,,,,49,,95,,,,78,43,,,26,33,,83,,41,,,,55,,73,,,,98,,12,,3,,37,60,,13,86,69,20,34,33,,91,,82,,85,69,81,70,,,,89,,24,85,72,,,60,,69,18,5,,83,,,,93,,,,87,,,,84,96
37,50,9,,57,99,,62,44,,28,92,32,,65,,,31,,,21,,,22,,93,10,25,77,,99,,,,87,,45,,12,58,40,25,0,,,77,40,15,65,3,61,67,54,94,,,,,,89,,,,82,70,56,,,29,,,,28,,,,,,8,48,,,,,49,67,43,0,39,73,,15,,,,81,70,37,,47
